# B (T), Viscosity (1e-5 Pa*s)
1.043509901787151861e+00,1.048642450947872007e-01
1.045350185155369482e+00,1.226359554386645540e-01
1.047190468523587104e+00,1.449104150407509728e-01
1.049030751891804725e+00,1.598535435025507379e-01
1.050871035260022568e+00,1.693370431352712591e-01
1.052711318628240189e+00,1.809458787085186093e-01
1.054551601996457810e+00,1.903163406227046106e-01
1.056391885364675431e+00,1.914959443931596172e-01
1.058232168732893275e+00,1.745606904581992747e-01
1.060072452101110896e+00,1.575572126486357027e-01
1.061912735469328517e+00,1.352222528572895044e-01
1.063753018837546138e+00,1.111860514085987878e-01
1.065593302205763981e+00,8.590860606742720118e-02
1.067433585573981603e+00,7.427172898371700582e-02
1.069273868942199224e+00,7.608868773708472866e-02
1.071114152310417067e+00,7.967915742663397860e-02
1.072954435678634688e+00,8.696766274261784335e-02
1.074794719046852309e+00,9.527046582741459380e-02
1.076635002415069930e+00,1.138250891615504995e-01
1.078475285783287774e+00,1.356642646739127656e-01
1.080315569151505395e+00,1.611678722646634199e-01
1.082155852519723016e+00,1.934498446858153031e-01
1.083996135887940859e+00,2.278761843611247506e-01
1.085836419256158480e+00,2.448504048274088574e-01
1.087676702624376102e+00,2.464297568373244596e-01
1.089516985992593723e+00,2.469446029934986020e-01
1.091357269360811566e+00,2.447889605558219439e-01
1.093197552729029187e+00,2.375681886709193336e-01
1.095037836097246808e+00,2.243768206409275934e-01
